trade_date,code,name,day_chg_pct,day_amount_yi,market_cap_yi,next_trade_date,next_day_chg_pct
2026-03-26,301306,西测测试,16.2836,22.6060,141.7920,2026-03-27,-2.3393
2026-03-27,300255,常山药业,5.0123,10.1456,344.5559,2026-03-30,-1.3230
2026-03-27,301301,川宁生物,5.0373,3.1345,241.5182,2026-03-30,-0.6217
2026-03-27,300757,罗博特科,5.2221,42.8325,633.5587,2026-03-30,-3.6781
2026-03-27,300487,蓝晓科技,5.5072,3.4085,336.4356,2026-03-30,-1.1354
2026-03-27,301486,致尚科技,5.6956,13.9035,191.1170,2026-03-30,0.0847
2026-03-27,688578,艾力斯,5.7115,580.4920,439.0650,2026-03-30,-0.6715
2026-03-27,301392,汇成真空,5.7534,2.9082,106.8700,2026-03-30,-3.3765
2026-03-27,600563,法拉电子,5.7829,18.9355,283.5675,2026-03-30,-7.1348
2026-03-27,002149,西部材料,5.7980,60.5702,268.4690,2026-03-30,7.4823
2026-03-27,002378,章源钨业,6.0477,34.2776,374.9625,2026-03-30,-0.6782
2026-03-27,301327,华宝新能,6.4471,11.1635,125.7115,2026-03-30,-1.9140
2026-03-27,688166,博瑞医药,6.5175,892.7367,205.2480,2026-03-30,0.2019
2026-03-27,002020,京新药业,6.6116,3.1199,135.7843,2026-03-30,1.1628
2026-03-27,688712,北芯生命,6.7568,213.1978,159.2940,2026-03-30,-1.4684
2026-03-27,600276,恒瑞医药,6.8758,54.6942,3710.1947,2026-03-30,1.0511
2026-03-27,688608,恒玄科技,7.0444,990.5429,298.3855,2026-03-30,-0.4569
2026-03-27,000792,盐湖股份,7.0556,63.3630,1924.0158,2026-03-30,-0.9886
2026-03-27,688106,金宏气体,7.4857,1623.1752,129.0736,2026-03-30,-3.7654
2026-03-27,688503,聚和材料,7.5672,1144.3794,202.6548,2026-03-30,-2.2048
2026-03-27,301285,鸿日达,7.8372,5.9387,173.6441,2026-03-30,0.4955
2026-03-27,300236,上海新阳,7.8658,10.2151,232.0589,2026-03-30,1.2284
2026-03-27,688266,泽璟制药,7.8860,519.3679,263.3052,2026-03-30,-4.1514
2026-03-27,301150,中一科技,8.0061,12.8293,129.1880,2026-03-30,1.6512
2026-03-27,301086,鸿富瀚,8.0890,4.9573,114.0930,2026-03-30,0.2728
2026-03-27,688141,杰华特,8.5454,1087.1121,232.9964,2026-03-30,0.8387
2026-03-27,300620,光库科技,8.5939,54.2488,438.6325,2026-03-30,-3.0699
2026-03-27,002422,科伦药业,8.7512,11.2966,555.1637,2026-03-30,-0.5727
2026-03-27,300666,江丰电子,9.2964,23.6443,370.8653,2026-03-30,0.3219
2026-03-27,600666,奥瑞德,9.9458,63.3388,158.7585,2026-03-30,2.6316
2026-03-27,001896,豫能控股,9.9734,37.4566,219.4074,2026-03-30,-9.9758
2026-03-27,600996,贵广网络,9.9890,1.6196,132.9089,2026-03-30,9.9800
2026-03-27,002842,翔鹭钨业,9.9934,11.9329,106.1020,2026-03-30,2.0223
2026-03-27,002756,永兴材料,9.9959,18.4702,407.4529,2026-03-30,-1.2806
2026-03-27,603026,石大胜华,9.9977,30.0463,203.0782,2026-03-30,-0.8418
2026-03-27,600338,西藏珠峰,10.0063,18.1871,156.3299,2026-03-30,1.4302
2026-03-27,002755,奥赛康,10.0071,4.0788,144.5146,2026-03-30,1.3645
2026-03-27,002082,万邦德,10.0127,7.3114,177.8792,2026-03-30,5.4147
2026-03-27,000553,安道麦A,10.0170,1.6816,147.2441,2026-03-30,-0.1543
2026-03-27,002265,建设工业,10.0220,5.6137,246.2768,2026-03-30,-1.2785
2026-03-27,600110,诺德股份,10.0381,15.2562,152.5224,2026-03-30,5.0808
2026-03-27,002176,江特电机,10.0535,9.7480,175.0690,2026-03-30,4.0816
2026-03-27,688195,腾景科技,10.6136,3108.9262,343.4113,2026-03-30,-3.2313
2026-03-27,300390,天华新能,12.9921,44.7425,485.7400,2026-03-30,-2.0934
2026-03-27,300765,新诺威,14.6307,7.4450,451.9980,2026-03-30,-0.1239
2026-03-27,688068,热景生物,19.9982,707.1682,114.1420,2026-03-30,-5.2373
2026-03-27,300204,舒泰神,20.0173,15.4646,140.6562,2026-03-30,3.6383
2026-03-30,300779,惠城环保,5.0040,7.5084,185.0596,,
2026-03-30,600110,诺德股份,5.0808,30.0511,152.5224,,
2026-03-30,002792,通宇通讯,5.0985,23.8406,235.7786,,
2026-03-30,002082,万邦德,5.4147,18.0641,177.8792,,
2026-03-30,002859,洁美科技,5.4217,4.8974,171.7575,,
2026-03-30,301015,百洋医药,5.4545,2.7655,125.4139,,
2026-03-30,601677,明泰铝业,5.6667,9.2327,189.3886,,
2026-03-30,600595,中孚实业,5.7423,10.2968,290.9739,,
2026-03-30,603606,东方电缆,5.8009,13.5488,416.0678,,
2026-03-30,688270,臻镭科技,6.2307,2159.2446,322.7898,,
2026-03-30,301377,鼎泰高科,6.3684,8.9327,781.2550,,
2026-03-30,301306,西测测试,6.8542,19.8606,141.7920,,
2026-03-30,002796,世嘉科技,6.8873,8.4441,114.8270,,
2026-03-30,002484,江海股份,6.9350,12.2552,246.8220,,
2026-03-30,688428,诺诚健华,7.0751,659.1196,477.5127,,
2026-03-30,300457,赢合科技,7.3972,10.4710,168.7144,,
2026-03-30,002149,西部材料,7.4823,57.0318,268.4690,,
2026-03-30,300337,银邦股份,8.2923,10.8899,110.5503,,
2026-03-30,600598,北大荒,8.3695,18.0104,297.7614,,
2026-03-30,301018,申菱环境,8.4543,16.1908,244.2363,,
2026-03-30,600996,贵广网络,9.9800,11.1208,132.9089,,
2026-03-30,601068,中铝国际,9.9825,1.3272,181.0629,,
2026-03-30,002532,天山铝业,9.9876,4.4668,808.1776,,
2026-03-30,600602,云赛智联,9.9953,25.9702,319.3518,,
2026-03-30,600219,南山铝业,10.0000,36.9038,708.5444,,
2026-03-30,601869,长飞光纤,10.0015,45.0040,2483.7153,,
2026-03-30,301005,超捷股份,13.4920,29.2143,226.0821,,
2026-03-30,300900,广联航空,20.0000,22.4270,125.8774,,
